aset_id,opd_id,kategori_kib,kondisi,status,luas_m2,umur_aset,address,lat,lon,poi_kampus_n,poi_kampus_d,poi_sekolah_n,poi_sekolah_d,poi_mal_n,poi_mal_d,poi_pasar_n,poi_pasar_d,poi_rumah_sakit_n,poi_rumah_sakit_d,poi_puskesmas_n,poi_puskesmas_d,poi_stasiun_n,poi_stasiun_d,poi_kantor_n,poi_kantor_d,poi_tempat_budaya_n,poi_tempat_budaya_d,poi_total,y_jenis,y_kontribusi,y_permintaan
aset-0373,1,2,0,1,547,27,"Jl. Balai Kota No. 50, Kel. Aur Kec. Medan Selayang, Kota Medan",3.540928,98.645118,1,2.7757,0,5.0,0,3.854,1,2.582,0,5.0,1,2.7708,0,5.0,0,5.0,0,5.0,3,1,800000,0
aset-0374,5,0,0,0,3501,21,"Gang Thamrin No. 45, Kel. Merdeka Kec. Medan Area, Kota Medan",3.603819,98.627551,0,5.0,0,5.0,0,4.9482,0,4.9696,0,4.4707,0,4.27,0,5.0,0,5.0,0,3.4633,0,2,7700000,0
aset-0375,4,2,1,0,1802,15,"Lingkungan Teuku Cik Ditiro No. 48, Kel. Gaharu Kec. Medan Maimun, Kota Medan",3.552038,98.700343,0,4.8916,0,3.3839,0,3.926,0,3.4298,0,3.5379,0,3.9471,0,4.9527,0,5.0,0,3.1473,0,1,200000,0
aset-0376,1,2,0,1,629,16,"Jl. Cut Mutia No. 5, Kel. Pulo Brayan Kec. Medan Perjuangan, Kota Medan",3.547284,98.655052,1,1.7582,0,5.0,1,2.6212,1,1.2799,0,4.5962,1,1.469,0,5.0,0,5.0,0,4.4515,4,1,400000,1
aset-0377,3,0,2,0,2138,9,"Jl. Veteran No. 15, Kel. Padang Bulan Kec. Medan Selayang, Kota Medan",3.576354,98.679418,3,1.5157,6,1.3547,7,0.6092,3,1.6329,5,1.2657,2,2.619,1,1.5409,1,2.0225,6,0.5166,34,2,1611500000,2
aset-0378,5,2,0,1,556,26,"Jl. Gatot Subroto No. 16, Kel. Jati Kec. Medan Sunggal, Kota Medan",3.565702,98.65733,1,0.3061,0,3.3668,2,1.1929,1,1.3937,2,2.6935,1,1.3742,0,3.4735,0,3.7076,1,2.6035,8,2,4200000,1
aset-0379,2,0,0,1,707,16,"Jl. Veteran No. 22, Kel. Bantan Kec. Medan Johor, Kota Medan",3.564875,98.599163,0,5.0,0,5.0,0,5.0,0,5.0,0,5.0,0,5.0,0,5.0,0,5.0,0,5.0,0,1,3100000,0
aset-0380,1,2,1,1,911,25,"Jl. Setiabudi No. 6, Kel. Sikambing Kec. Medan Kota, Kota Medan",3.551506,98.621464,0,4.1246,0,5.0,0,5.0,0,4.7026,0,5.0,0,4.8575,0,5.0,0,5.0,0,5.0,0,1,200000,0
aset-0381,6,0,0,1,808,28,"Jl. Katamso No. 14, Kel. Pandan Selamat Kec. Medan Kota, Kota Medan",3.581531,98.661189,2,2.075,5,1.751,6,1.5414,2,1.6769,4,0.932,2,1.5563,1,1.9914,1,2.0668,7,1.0777,30,2,261700000,2
aset-0382,5,0,1,1,813,11,"Blok Putri Hijau No. 32, Kel. Gaharu Kec. Medan Polonia, Kota Medan",3.584586,98.706076,1,2.3219,3,1.2623,2,1.9119,1,1.4793,3,1.4618,0,4.7032,0,3.2824,0,3.604,3,2.5928,13,2,12700000,1
aset-0383,6,0,2,0,2840,10,"Jl. Marelan Raya No. 20, Kel. Pandan Selamat Kec. Medan Maimun, Kota Medan",3.59959,98.679754,3,0.7177,7,0.9412,6,0.8642,2,1.2169,8,0.4224,1,1.7151,1,1.1093,1,0.8153,7,0.8396,36,2,1460100000,2
aset-0384,2,2,2,1,297,18,"Jl. Teuku Daud No. 18, Kel. Bantan Kec. Medan Kota, Kota Medan",3.552222,98.640571,1,2.1633,0,5.0,0,3.4592,1,2.584,0,4.9065,1,2.7435,0,5.0,0,5.0,0,4.3918,3,4,400000,0
aset-0385,3,0,0,1,709,26,"Jl. Pemuda No. 36, Kel. Bantan Kec. Medan Sunggal, Kota Medan",3.616478,98.663753,2,2.0544,2,2.7664,2,1.3296,1,2.7317,3,2.0451,1,2.3923,0,3.2909,1,2.7938,1,2.5435,13,2,8500000,1
aset-0386,1,0,0,2,1679,25,"Jl. Pemuda No. 30, Kel. Pasar Merah Kec. Medan Helvetia, Kota Medan",3.603451,98.680381,3,0.3222,7,0.8629,7,0.9939,2,1.5602,8,0.563,1,1.9485,1,1.5421,1,1.2087,4,1.2743,34,2,387100000,2
aset-0387,5,0,0,0,659,16,"Komplek Veteran No. 5, Kel. Aur Kec. Medan Denai, Kota Medan",3.544877,98.71624,0,5.0,0,4.7535,0,5.0,0,4.8674,0,4.9621,0,5.0,0,5.0,0,5.0,0,4.9169,0,0,1500000,0
aset-0388,3,0,1,1,1058,11,"Jl. Katamso No. 45, Kel. Petisah Tengah Kec. Medan Perjuangan, Kota Medan",3.524207,98.680172,0,5.0,0,5.0,0,4.9463,0,3.8716,0,5.0,0,3.9157,0,5.0,0,5.0,0,5.0,0,3,2300000,1
aset-0389,2,0,0,1,3165,21,"Jl. Teuku Cik Ditiro No. 50, Kel. Kesawan Kec. Medan Denai, Kota Medan",3.627151,98.666052,2,1.7442,0,3.464,1,0.5638,0,3.8369,2,2.5276,0,3.5769,0,4.306,0,3.8176,0,3.6926,5,2,4700000,1
aset-0390,3,0,0,0,1834,27,"Jl. Diponegoro No. 3, Kel. Pandan Selamat Kec. Medan Maimun, Kota Medan",3.560656,98.711365,0,4.653,1,2.9885,0,4.0963,0,3.1284,0,3.2136,0,5.0,0,5.0,0,5.0,0,3.4453,1,5,1500000,0
aset-0391,6,0,2,0,114,9,"Jl. Putri Hijau No. 10, Kel. Sei Sikambing Kec. Medan Johor, Kota Medan",3.58395,98.633442,0,3.4852,0,4.3957,0,4.2733,0,4.2878,0,3.5469,0,3.7114,0,4.8805,0,4.7454,1,2.4574,1,3,600000,0
aset-0392,4,2,0,1,1000,7,"Jl. Pemuda No. 3, Kel. Aur Kec. Medan Area, Kota Medan",3.54458,98.647217,1,2.3079,0,5.0,0,3.3963,1,2.1595,0,5.0,1,2.3469,0,5.0,0,5.0,0,5.0,3,1,400000,0
aset-0393,4,2,0,1,317,26,"Jl. Teuku Cik Ditiro No. 30, Kel. Padang Bulan Kec. Medan Maimun, Kota Medan",3.578816,98.68811,2,1.6742,7,0.8426,7,0.8476,2,0.648,5,0.7148,0,3.1331,1,1.7512,1,2.2288,6,0.5103,31,2,25400000,2
aset-0394,4,0,0,1,736,8,"Gang Marelan Raya No. 20, Kel. Gaharu Kec. Medan Kota, Kota Medan",3.538279,98.715326,0,5.0,0,5.0,0,5.0,0,5.0,0,5.0,0,5.0,0,5.0,0,5.0,0,5.0,0,2,1200000,0
aset-0395,6,0,0,1,635,21,"Jl. Iskandar Muda No. 28, Kel. Merdeka Kec. Medan Polonia, Kota Medan",3.579666,98.681421,3,1.2032,7,0.9432,7,0.2201,2,1.311,5,1.0083,1,2.4957,1,1.2495,1,1.746,6,0.4764,33,2,170100000,2
aset-0396,5,0,0,0,3201,14,"Jl. Teuku Daud No. 45, Kel. Jati Kec. Medan Baru, Kota Medan",3.611588,98.629051,0,5.0,0,5.0,0,4.9233,0,5.0,0,4.7143,0,4.3952,0,5.0,0,5.0,0,3.8212,0,5,11500000,0
aset-0397,6,0,0,1,1458,25,"Blok Marelan Raya No. 10, Kel. Kesawan Kec. Medan Barat, Kota Medan",3.591381,98.704164,2,1.822,4,1.4569,4,1.3938,1,1.6196,5,1.5503,0,4.3649,0,3.0185,0,3.2496,4,2.5075,20,2,61100000,1
aset-0398,4,0,0,0,1605,27,"Jl. Yos Sudarso No. 34, Kel. Jati Kec. Medan Selayang, Kota Medan",3.582639,98.640074,1,2.8661,0,3.7257,0,3.5538,0,3.6203,1,2.8553,0,3.0889,0,4.1789,0,4.0767,1,1.8012,3,2,1500000,0
aset-0399,1,0,0,1,2613,6,"Jl. KH Wahid Hasyim No. 7, Kel. Pasar Merah Kec. Medan Deli, Kota Medan",3.584985,98.719118,0,3.618,1,2.697,0,3.19,1,2.9174,1,2.9069,0,5.0,0,4.7072,0,4.9976,0,3.9909,3,2,3000000,1
aset-0400,1,0,0,2,3499,21,"Jl. Sudirman No. 2, Kel. Sei Sikambing Kec. Medan Maimun, Kota Medan",3.615296,98.664772,2,1.8872,4,2.6057,2,1.3764,1,2.5737,4,1.8947,1,2.2569,0,3.123,1,2.626,2,2.3949,17,2,71400000,1
aset-0401,4,2,2,1,1820,23,"Jl. Veteran No. 48, Kel. Gaharu Kec. Medan Baru, Kota Medan",3.508231,98.68378,0,5.0,0,5.0,0,5.0,0,5.0,0,5.0,0,5.0,0,5.0,0,5.0,0,5.0,0,4,100000,0
aset-0402,5,0,0,0,5096,21,"Lingkungan Veteran No. 7, Kel. Padang Bulan Kec. Medan Deli, Kota Medan",3.59688,98.612341,0,5.0,0,5.0,0,5.0,0,5.0,0,5.0,0,5.0,0,5.0,0,5.0,0,4.8146,0,2,3400000,0
aset-0403,5,0,2,1,4896,27,"Jl. Imam Bonjol No. 32, Kel. Pandan Selamat Kec. Medan Area, Kota Medan",3.630395,98.705565,1,2.7318,0,3.4312,0,3.8667,0,5.0,1,2.7069,0,5.0,0,5.0,0,5.0,0,5.0,2,3,2000000,1
aset-0404,6,0,1,1,880,25,"Jl. Imam Bonjol No. 1, Kel. Aur Kec. Medan Denai, Kota Medan",3.605661,98.642925,0,4.0036,0,3.5203,0,3.2812,0,3.4189,0,3.0714,1,2.7215,0,4.1632,0,3.7883,1,2.2864,2,5,1600000,1
aset-0405,5,0,0,0,1360,9,"Jl. Thamrin No. 25, Kel. Polonia Kec. Medan Labuhan, Kota Medan",3.600416,98.647282,0,3.5742,1,2.8643,1,2.7431,1,2.7582,1,2.3404,1,2.0564,0,3.4954,0,3.1576,2,1.5313,7,5,8400000,1
aset-0406,6,2,0,2,2141,9,"Jl. Ahmad Yani No. 6, Kel. Sikambing Kec. Medan Labuhan, Kota Medan",3.590373,98.657405,2,2.275,5,1.6458,6,1.9601,1,1.5367,3,0.8565,1,0.9875,1,2.1749,1,1.9938,5,0.3075,25,2,14800000,2
aset-0407,1,2,0,1,1393,12,"Jl. Teuku Daud No. 24, Kel. Pusat Pasar Kec. Medan Sunggal, Kota Medan",3.546873,98.68906,0,4.0043,0,3.9612,0,3.236,1,2.9527,0,4.0409,1,2.8566,0,4.9788,0,5.0,0,3.1905,2,1,500000,1
aset-0408,4,2,0,1,797,19,"Jl. Katamso No. 1, Kel. Polonia Kec. Medan Petisah, Kota Medan",3.586989,98.610851,0,5.0,0,5.0,0,5.0,0,5.0,0,5.0,0,5.0,0,5.0,0,5.0,0,4.9047,0,1,500000,0
aset-0409,1,2,0,1,1604,18,"Jl. Marelan Raya No. 36, Kel. Titi Kuning Kec. Medan Selayang, Kota Medan",3.611655,98.654062,1,2.838,1,2.875,2,2.3573,1,2.7993,2,2.7963,1,2.2143,0,3.504,0,3.0419,2,2.4993,10,2,4600000,1
aset-0410,6,0,1,1,2963,17,"Jl. Sisingamangaraja No. 7, Kel. Sikambing Kec. Medan Denai, Kota Medan",3.619563,98.715484,0,4.025,0,3.4532,0,3.8155,0,4.8653,1,2.5156,0,5.0,0,5.0,0,5.0,0,5.0,1,2,13400000,0
aset-0411,3,2,0,1,563,10,"Jl. Teuku Daud No. 32, Kel. Sei Sikambing Kec. Medan Petisah, Kota Medan",3.602306,98.720797,0,3.6827,0,3.6462,0,3.3116,0,3.8229,1,2.8238,0,5.0,0,5.0,0,5.0,0,4.6298,1,1,100000,0
aset-0412,2,2,1,1,746,7,"Jl. Ahmad Yani No. 20, Kel. Sei Sikambing Kec. Medan Deli, Kota Medan",3.576224,98.669911,3,1.7603,6,1.7046,6,0.9417,3,1.8693,5,1.003,2,2.1578,1,1.7221,1,2.0557,7,1.4735,34,2,151500000,2
aset-0413,6,2,2,1,3212,23,"Jl. Yos Sudarso No. 5, Kel. Jati Kec. Medan Labuhan, Kota Medan",3.582121,98.676903,3,0.872,7,0.9408,7,0.2327,2,1.3757,6,0.6313,1,1.9483,1,0.8762,1,1.3377,7,0.6614,35,2,99400000,2
aset-0414,5,0,1,1,1420,28,"Komplek Marelan Raya No. 15, Kel. Titi Kuning Kec. Medan Helvetia, Kota Medan",3.604181,98.643863,0,3.9046,0,3.361,0,3.1522,0,3.2581,1,2.89,1,2.5582,0,4.0013,0,3.6362,2,2.0922,4,2,4100000,1
aset-0415,4,2,2,1,1450,11,"Jl. Yos Sudarso No. 4, Kel. Suka Maju Kec. Medan Deli, Kota Medan",3.591079,98.678936,3,0.1743,7,0.3415,7,0.2313,2,0.9062,8,0.5932,1,1.6068,1,0.2461,1,0.5443,7,0.149,37,2,305000000,2
aset-0416,2,0,2,1,1533,24,"Jl. Teuku Cik Ditiro No. 1, Kel. Polonia Kec. Medan Barat, Kota Medan",3.50926,98.680762,0,5.0,0,5.0,0,5.0,0,5.0,0,5.0,0,5.0,0,5.0,0,5.0,0,5.0,0,3,1100000,0
aset-0417,3,2,2,0,1905,9,"Jl. Pemuda No. 14, Kel. Pandan Selamat Kec. Medan Kota, Kota Medan",3.558133,98.706375,0,4.624,1,2.9389,0,3.8393,0,3.0408,0,3.1384,0,4.598,0,4.815,0,5.0,0,3.1275,1,4,300000,0
aset-0418,4,0,1,1,246,8,"Jl. Katamso No. 34, Kel. Aur Kec. Medan Polonia, Kota Medan",3.631526,98.715185,0,3.794,0,4.2192,0,4.855,0,5.0,0,3.3729,0,5.0,0,5.0,0,5.0,0,5.0,0,2,1300000,0
aset-0419,5,2,1,1,471,26,"Jl. Veteran No. 7, Kel. Titi Kuning Kec. Medan Petisah, Kota Medan",3.613788,98.664484,2,1.8289,4,2.4573,2,1.5385,1,2.4219,4,1.8806,1,2.0899,1,2.9875,1,2.4906,3,2.2346,19,2,5700000,1
aset-0420,5,2,0,0,1420,28,"Jl. Gatot Subroto No. 22, Kel. Sunggal Kec. Medan Barat, Kota Medan",3.603126,98.686789,3,0.8535,7,0.2479,6,1.12,2,2.0828,8,0.5304,1,2.5814,1,1.8195,1,1.6557,5,1.5442,34,2,57300000,2
aset-0421,5,0,0,1,989,14,"Jl. Gatot Subroto No. 6, Kel. Petisah Tengah Kec. Medan Selayang, Kota Medan",3.529604,98.629945,0,4.7616,0,5.0,0,5.0,0,4.6847,0,5.0,0,4.8735,0,5.0,0,5.0,0,5.0,0,5,1900000,0
aset-0422,2,0,0,1,590,9,"Jl. Thamrin No. 4, Kel. Petisah Tengah Kec. Medan Johor, Kota Medan",3.513506,98.650311,0,5.0,0,5.0,0,5.0,0,4.8367,0,5.0,0,4.9984,0,5.0,0,5.0,0,5.0,0,2,2100000,0
aset-0423,1,2,0,1,1190,23,"Jl. Teuku Cik Ditiro No. 45, Kel. Padang Bulan Kec. Medan Marelan, Kota Medan",3.531188,98.622857,0,5.0,0,5.0,0,5.0,0,5.0,0,5.0,0,5.0,0,5.0,0,5.0,0,5.0,0,1,100000,0
aset-0424,5,2,2,2,964,20,"Jl. Putri Hijau No. 10, Kel. Aur Kec. Medan Helvetia, Kota Medan",3.616586,98.650614,0,3.3629,0,3.5371,2,2.4927,0,3.4636,0,3.4506,1,2.8827,0,4.161,0,3.692,0,3.1058,3,4,500000,1
aset-0425,2,2,1,1,1003,18,"Blok Sudirman No. 45, Kel. Sunggal Kec. Medan Sunggal, Kota Medan",3.587127,98.612625,0,5.0,0,5.0,0,5.0,0,5.0,0,5.0,0,5.0,0,5.0,0,5.0,0,4.7072,0,1,1100000,0
aset-0426,6,0,2,1,1542,6,"Perumahan Sisingamangaraja No. 18, Kel. Pandan Selamat Kec. Medan Helvetia, Kota Medan",3.563824,98.603124,0,5.0,0,5.0,0,5.0,0,5.0,0,5.0,0,5.0,0,5.0,0,5.0,0,5.0,0,3,1300000,0
aset-0427,6,0,1,1,1634,18,"Lorong HM Yamin No. 15, Kel. Sikambing Kec. Medan Petisah, Kota Medan",3.633517,98.702181,1,2.3566,0,3.54,0,3.5598,0,5.0,1,2.9191,0,5.0,0,5.0,0,5.0,0,5.0,2,0,5100000,0
aset-0428,3,2,1,1,1973,13,"Jl. Gatot Subroto No. 7, Kel. Suka Maju Kec. Medan Helvetia, Kota Medan",3.553724,98.626179,0,3.5515,0,5.0,0,4.8705,0,4.1662,0,5.0,0,4.3159,0,5.0,0,5.0,0,5.0,0,1,300000,1
aset-0429,5,2,0,0,220,27,"Jl. Diponegoro No. 28, Kel. Titi Kuning Kec. Medan Sunggal, Kota Medan",3.601153,98.697745,3,1.2165,7,1.163,5,0.9766,1,2.1938,6,0.7856,0,3.6978,1,2.615,1,2.6465,3,2.3515,27,2,16000000,2
aset-0430,1,2,2,1,949,23,"Jl. Balai Kota No. 14, Kel. Bantan Kec. Medan Sunggal, Kota Medan",3.520651,98.683778,0,5.0,0,5.0,0,5.0,0,4.4123,0,5.0,0,4.4489,0,5.0,0,5.0,0,5.0,0,4,200000,0
aset-0431,4,2,0,1,953,18,"Jl. KH Wahid Hasyim No. 18, Kel. Gaharu Kec. Medan Perjuangan, Kota Medan",3.618818,98.688223,3,1.6706,1,1.5367,3,2.0714,0,3.4489,4,1.2665,0,3.6954,0,3.438,0,3.1255,0,3.1619,11,2,9500000,1
aset-0432,1,0,1,0,1532,24,"Jl. Iskandar Muda No. 48, Kel. Sunggal Kec. Medan Labuhan, Kota Medan",3.609884,98.635601,0,4.8355,0,4.4543,0,4.1775,0,4.3539,0,4.0046,0,3.6583,0,5.0,0,4.7155,0,3.1665,0,5,2700000,1
aset-0433,5,2,1,1,1287,8,"Jl. Katamso No. 2, Kel. Petisah Tengah Kec. Medan Selayang, Kota Medan",3.602607,98.686382,3,0.8077,7,0.3211,6,1.096,2,2.0137,8,0.5554,1,2.5191,1,1.7461,1,1.5847,5,1.4709,34,2,202800000,2
aset-0434,1,2,0,0,661,19,"Jl. Putri Hijau No. 30, Kel. Kesawan Kec. Medan Johor, Kota Medan",3.577844,98.647033,1,1.9747,0,3.2431,1,2.6208,0,3.1488,2,2.3484,1,2.7595,0,3.5899,0,3.5862,2,1.5234,7,2,3000000,1
aset-0435,3,0,1,0,4431,24,"Perumahan Iskandar Muda No. 45, Kel. Petisah Tengah Kec. Medan Kota, Kota Medan",3.573701,98.675048,3,1.8288,6,1.8184,7,1.034,3,2.1925,5,1.3011,2,2.2622,1,1.8253,1,2.2572,7,0.9946,35,2,311400000,2
aset-0436,5,2,2,1,125,10,"Jl. Teuku Cik Ditiro No. 34, Kel. Petisah Tengah Kec. Medan Timur, Kota Medan",3.524207,98.616551,0,5.0,0,5.0,0,5.0,0,5.0,0,5.0,0,5.0,0,5.0,0,5.0,0,5.0,0,4,100000,0
aset-0437,5,2,2,1,570,12,"Jl. Jamin Ginting No. 14, Kel. Sunggal Kec. Medan Selayang, Kota Medan",3.60004,98.646018,0,3.7135,1,2.9878,1,2.8835,1,2.8808,1,2.4382,1,2.1798,0,3.615,0,3.2857,2,1.5813,7,4,300000,0
aset-0438,1,0,0,1,595,13,"Jl. Gatot Subroto No. 48, Kel. Padang Bulan Kec. Medan Petisah, Kota Medan",3.622233,98.712186,0,3.6272,0,3.2979,0,3.8115,0,4.9545,1,2.394,0,5.0,0,5.0,0,5.0,0,5.0,1,2,2900000,0
aset-0439,5,0,0,1,576,17,"Jl. Sisingamangaraja No. 14, Kel. Gaharu Kec. Medan Area, Kota Medan",3.587009,98.679385,3,0.3612,7,0.416,7,0.061,2,1.1444,8,0.6328,1,1.827,1,0.425,1,0.9171,7,0.2902,37,2,603400000,2
aset-0440,3,0,2,0,2798,9,"Blok Putri Hijau No. 45, Kel. Bantan Kec. Medan Polonia, Kota Medan",3.526511,98.702968,0,5.0,0,5.0,0,5.0,0,5.0,0,5.0,0,5.0,0,5.0,0,5.0,0,5.0,0,3,1200000,0
aset-0441,2,0,1,0,1333,25,"Jl. Teuku Cik Ditiro No. 12, Kel. Sunggal Kec. Medan Timur, Kota Medan",3.616353,98.684002,3,1.278,4,1.3381,3,1.798,1,2.9707,4,0.781,0,3.1756,0,3.0316,1,2.6788,1,2.7618,17,2,35000000,1
aset-0442,3,2,2,1,615,21,"Jl. Veteran No. 15, Kel. Titi Kuning Kec. Medan Deli, Kota Medan",3.58444,98.698467,2,1.6772,6,0.4708,5,1.329,1,0.6646,6,0.6275,0,3.8953,1,2.4613,1,2.8129,5,1.8183,27,2,8600000,2
aset-0443,3,0,0,1,6855,24,"Perumahan HM Yamin No. 16, Kel. Pasar Merah Kec. Medan Barat, Kota Medan",3.533878,98.651563,0,3.29,0,5.0,0,4.11,1,2.6979,0,5.0,1,2.8766,0,5.0,0,5.0,0,5.0,2,2,15700000,1
aset-0444,3,2,0,0,1382,22,"Jl. Imam Bonjol No. 18, Kel. Pandan Selamat Kec. Medan Johor, Kota Medan",3.617222,98.64286,0,4.2003,0,4.2085,0,3.2718,0,4.1239,0,3.9855,0,3.4846,0,4.8494,0,4.4033,0,3.4151,0,1,200000,0
aset-0445,2,0,0,1,952,23,"Perumahan HM Yamin No. 14, Kel. Sunggal Kec. Medan Sunggal, Kota Medan",3.578201,98.678293,3,1.3016,6,1.2083,7,0.4828,2,1.6859,5,1.0293,2,2.3803,1,1.3198,1,1.7944,7,0.6854,34,2,347600000,2
aset-0446,6,2,1,0,1040,28,"Jl. Pemuda No. 16, Kel. Sei Sikambing Kec. Medan Tembung, Kota Medan",3.592694,98.677667,3,0.3118,7,0.2004,6,0.4366,2,0.7406,8,0.5215,1,1.4289,1,0.3086,1,0.3296,7,0.0808,36,2,76800000,2
aset-0447,2,2,2,0,1264,13,"Jl. HM Yamin No. 14, Kel. Bantan Kec. Medan Barat, Kota Medan",3.590316,98.665938,3,1.3283,6,0.7359,7,1.2935,1,0.6361,6,0.1796,1,0.5311,1,1.2281,1,1.0859,7,0.4692,33,2,72000000,2
aset-0448,5,0,0,0,4132,6,"Jl. Yos Sudarso No. 42, Kel. Merdeka Kec. Medan Selayang, Kota Medan",3.540222,98.692527,0,4.7049,0,4.6535,0,4.0343,0,3.5915,0,4.7569,0,3.5229,0,5.0,0,5.0,0,3.9946,0,0,6400000,1
aset-0449,5,2,1,2,519,25,"Lorong Veteran No. 7, Kel. Kesawan Kec. Medan Johor, Kota Medan",3.581307,98.661672,2,2.0388,5,1.7333,6,1.4911,2,1.662,4,0.9318,2,1.5668,1,1.9566,1,2.0445,7,1.1314,30,2,10400000,2
aset-0450,6,2,2,0,311,7,"Jl. Diponegoro No. 7, Kel. Pasar Merah Kec. Medan Labuhan, Kota Medan",3.60814,98.707959,1,2.5892,1,2.2423,1,2.3317,0,3.3473,3,1.3272,0,4.9862,0,3.984,0,3.9812,0,3.7181,6,2,1400000,1
aset-0451,3,0,0,0,4620,11,"Jl. Teuku Cik Ditiro No. 7, Kel. Suka Maju Kec. Medan Selayang, Kota Medan",3.575806,98.694104,2,2.2933,5,0.6959,5,1.5905,1,0.6995,4,0.8092,0,3.8713,1,2.4686,1,2.9304,5,1.1011,24,2,165400000,2
aset-0452,6,2,0,1,3232,22,"Jl. Diponegoro No. 30, Kel. Titi Kuning Kec. Medan Johor, Kota Medan",3.58852,98.691356,3,0.8572,7,0.8236,6,0.6688,2,0.7475,8,0.6403,0,3.0123,1,1.6017,1,1.9147,6,1.0519,34,2,315400000,2
aset-0453,4,2,0,0,225,20,"Jl. Diponegoro No. 18, Kel. Pulo Brayan Kec. Medan Barat, Kota Medan",3.590003,98.673626,3,0.4745,7,0.1184,7,0.6068,2,0.4427,7,0.5848,1,1.1068,1,0.3745,1,0.4699,7,0.345,36,2,18800000,2
aset-0454,6,0,0,1,87,13,"Lingkungan HM Yamin No. 40, Kel. Pandan Selamat Kec. Medan Barat, Kota Medan",3.619092,98.637499,0,4.8302,0,4.8039,0,3.7962,0,4.7159,0,4.5289,0,4.0609,0,5.0,0,5.0,0,3.8689,0,4,100000,0
aset-0455,3,0,0,0,3315,20,"Jl. Pemuda No. 20, Kel. Sunggal Kec. Medan Helvetia, Kota Medan",3.55652,98.683597,0,3.06,0,3.1031,2,2.0867,1,2.2155,0,3.1239,1,2.0647,0,3.7942,0,4.2754,2,2.0663,6,0,29200000,1
aset-0456,1,0,0,1,328,20,"Gang Teuku Daud No. 48, Kel. Pulo Brayan Kec. Medan Petisah, Kota Medan",3.519075,98.689711,0,5.0,0,5.0,0,5.0,0,4.9196,0,5.0,0,4.9375,0,5.0,0,5.0,0,5.0,0,2,1600000,1
aset-0457,3,0,0,1,379,6,"Jl. Katamso No. 7, Kel. Petisah Tengah Kec. Medan Labuhan, Kota Medan",3.603996,98.643328,0,3.965,0,3.4088,0,3.2084,0,3.3054,1,2.9266,1,2.6048,0,4.048,0,3.6864,2,2.1115,4,2,2800000,1
aset-0458,3,0,0,1,588,12,"Jl. HM Yamin No. 14, Kel. Pusat Pasar Kec. Medan Timur, Kota Medan",3.539448,98.674249,0,3.2571,0,5.0,0,3.1411,1,2.0791,0,5.0,1,2.1074,0,5.0,0,5.0,0,4.1064,2,0,4600000,1
aset-0459,6,2,0,0,803,16,"Jl. HM Yamin No. 8, Kel. Kesawan Kec. Medan Denai, Kota Medan",3.544562,98.71344,0,5.0,0,4.6387,0,5.0,0,4.7408,0,4.8388,0,5.0,0,5.0,0,5.0,0,4.72,0,1,500000,0
aset-0460,4,0,1,0,1019,27,"Jl. Veteran No. 30, Kel. Kesawan Kec. Medan Marelan, Kota Medan",3.581441,98.697341,2,1.8669,6,0.2671,5,1.5684,1,0.4858,5,0.512,0,3.8929,1,2.4498,1,2.8456,5,1.5624,26,2,147500000,2
aset-0461,1,0,1,2,4613,28,"Jl. Sudirman No. 3, Kel. Sei Sikambing Kec. Medan Deli, Kota Medan",3.562324,98.63859,1,2.0223,0,5.0,0,3.305,1,2.9064,0,4.17,0,3.0141,0,5.0,0,5.0,0,3.4807,2,0,4100000,0
aset-0462,6,0,0,1,10259,15,"Jl. Teuku Cik Ditiro No. 7, Kel. Jati Kec. Medan Perjuangan, Kota Medan",3.617418,98.661605,2,2.3105,1,2.9501,2,1.4134,1,2.9085,2,2.305,1,2.5211,0,3.4948,1,2.9984,1,2.6989,11,2,59500000,1
aset-0463,6,0,1,2,3121,14,"Jl. Gatot Subroto No. 42, Kel. Gaharu Kec. Medan Johor, Kota Medan",3.552341,98.723029,0,5.0,0,4.5335,0,5.0,0,4.6886,0,4.7675,0,5.0,0,5.0,0,5.0,0,5.0,0,0,5900000,0
aset-0464,5,0,0,2,2658,18,"Jl. Setiabudi No. 2, Kel. Polonia Kec. Medan Perjuangan, Kota Medan",3.598236,98.719234,0,3.4454,0,3.2392,0,3.0507,0,3.4257,1,2.7976,0,5.0,0,4.7756,0,4.9314,0,4.3168,1,2,10400000,1
aset-0465,5,0,0,1,713,19,"Gang Katamso No. 28, Kel. Suka Maju Kec. Medan Sunggal, Kota Medan",3.629566,98.696639,1,1.7565,1,2.895,1,2.8727,0,4.9626,3,2.3991,0,5.0,0,4.9098,0,4.6267,0,4.6315,6,2,5100000,1
aset-0466,3,0,0,0,1499,19,"Jl. Ahmad Yani No. 42, Kel. Merdeka Kec. Medan Kota, Kota Medan",3.555999,98.680834,1,2.7786,0,3.2909,2,1.8775,1,1.9055,0,3.2919,1,1.7573,0,3.8046,0,4.2748,2,2.151,7,5,13000000,1
aset-0467,3,2,0,1,497,21,"Blok Imam Bonjol No. 40, Kel. Pandan Selamat Kec. Medan Helvetia, Kota Medan",3.55694,98.682548,1,2.9359,0,3.1104,2,1.9642,1,2.104,0,3.1213,1,1.9503,0,3.7273,0,4.2052,2,2.0249,7,1,700000,1
